;fixed acidity;volatile acidity;citric acid;residual sugar
4534;6.4;0.24;0.27;1.5
4535;7.3;0.26;0.53;12.7
4536;7.3;0.28;0.54;12.9
4537;8.3;0.18;0.37;1.2
4538;7.1;0.09;0.3;6.2
4539;8.3;0.14;0.36;8.8
4540;5.8;0.28;0.3;3.9
4541;6.0;0.23;0.34;1.3
4542;6.9;0.28;0.37;9.1
4543;6.9;0.28;0.37;9.1
4544;5.8;0.28;0.3;3.9
4545;6.3;0.25;0.53;1.8
4546;6.5;0.2;0.31;2.1
4547;5.9;0.29;0.32;1.4
4548;6.4;0.46;0.22;14.7
4549;6.9;0.28;0.37;9.1
4550;6.8;0.23;0.33;1.9
4551;7.0;0.23;0.32;1.8
4552;6.4;0.55;0.26;9.6
4553;5.7;0.28;0.3;3.9
4554;6.0;0.23;0.34;1.3
4555;6.8;0.45;0.3;11.8
4556;6.1;0.2;0.4;1.9
4557;6.1;0.37;0.46;12.0
4558;5.9;0.21;0.23;7.9
4559;6.9;0.22;0.32;9.3
4560;5.4;0.27;0.22;4.6
4561;6.0;0.26;0.26;2.2
4562;5.6;0.18;0.3;10.2
4563;5.6;0.26;0.27;10.6
4564;7.0;0.23;0.35;1.4
4565;5.8;0.28;0.66;9.1
4566;8.6;0.36;0.26;11.1
4567;5.8;0.28;0.66;9.1
4568;6.4;0.3;0.27;4.4
4569;6.2;0.2;0.32;2.8
4570;5.8;0.29;0.15;
4571;5.7;0.22;0.28;1.3
4572;5.6;0.22;0.32;1.2
4573;6.8;0.32;0.23;3.3
4574;6.2;0.2;0.26;9.7
4575;6.1;0.35;0.24;2.3
4576;5.9;0.3;0.29;1.1
4577;6.3;0.15;0.34;
4578;4.8;0.13;0.32;1.2
4579;6.0;0.2;0.26;14.7
4580;5.7;0.2;0.24;13.8
4581;6.0;0.27;0.26;1.3
4582;6.3;0.37;0.51;6.3
4583;6.4;0.23;0.37;7.9
4584;5.9;0.34;0.25;2.0
4585;5.0;0.33;0.23;11.8
4586;5.4;0.29;0.38;
4587;8.0;0.33;0.35;10.0
4588;6.4;0.3;0.33;5.2
4589;5.4;0.29;0.38;1.2
4590;6.4;0.33;0.3;7.2
4591;7.0;0.33;0.78;9.9
4592;6.7;0.45;0.3;5.3
4593;6.5;0.36;0.31;13.55
4594;5.8;0.42;0.3;2.2
4595;7.1;0.39;0.3;9.9
4596;6.7;0.53;0.29;4.3
4597;6.7;0.66;0.0;13.0
4598;6.5;0.36;0.31;
4599;6.5;0.16;0.33;
4600;8.3;0.22;0.34;1.1
4601;6.9;0.23;0.35;
4602;6.4;0.17;0.34;13.4
4603;5.0;0.33;0.18;4.6
4604;6.8;0.38;0.29;9.9
4605;6.5;0.29;0.32;3.0
4606;6.9;0.29;0.32;5.8
4607;6.6;0.28;0.3;12.9
4608;6.2;0.36;0.27;3.2
4609;6.0;0.615;0.04;0.8
4610;5.9;0.44;0.36;2.5
4611;5.9;0.42;0.36;2.4
4612;5.8;0.34;0.21;7.2
4613;5.8;0.27;0.2;7.3
4614;7.1;0.33;0.18;6.3
4615;6.1;0.44;0.28;4.25
4616;7.3;0.28;0.37;1.2
4617;5.2;0.5;0.18;2.0
4618;6.1;0.44;0.28;4.25
4619;6.4;0.62;0.12;4.7
4620;6.4;0.38;0.19;4.5
4621;7.5;0.305;0.38;1.4
4622;6.5;0.5;0.22;4.1
4623;6.6;0.4;0.3;5.3
4624;6.4;0.4;0.25;4.2
4625;8.3;0.49;0.23;6.65
4626;6.3;0.3;0.91;8.2
4627;6.1;0.19;0.37;2.6
4628;6.1;0.19;0.37;
4629;5.6;0.24;0.34;2.0
4630;5.7;0.25;0.32;12.2
4631;6.6;0.21;0.39;2.3
4632;6.3;0.3;0.91;8.2
4633;6.2;0.28;0.41;5.0
4634;5.8;0.29;0.38;10.7
4635;5.8;0.345;0.15;
4636;6.5;0.51;0.25;1.7
4637;6.0;0.24;0.41;
4638;6.5;0.51;0.25;1.7
4639;6.9;0.54;0.26;12.7
4640;6.0;0.24;0.41;1.3
4641;6.6;0.26;0.36;
4642;5.7;0.24;0.3;
4643;6.5;0.21;0.35;5.7
4644;6.8;0.29;0.22;3.4
4645;5.0;0.24;0.34;1.1
4646;5.9;0.18;0.28;1.0
4647;5.8;0.26;0.29;1.0
4648;6.7;0.61;0.21;1.65
4649;5.7;0.695;0.06;6.8
4650;5.6;0.695;0.06;6.8
4651;5.7;0.39;0.25;4.9
4652;6.1;0.38;0.47;1.4
4653;6.3;0.36;0.28;2.5
4654;6.0;0.29;0.41;10.8
4655;6.0;0.29;0.41;10.8
4656;6.0;0.29;0.41;10.8
4657;6.0;0.29;0.41;10.8
4658;7.1;0.43;0.25;
4659;6.6;0.25;0.25;1.3
4660;6.6;0.33;0.41;2.0
4661;8.0;0.23;0.41;1.1
4662;7.3;0.17;0.36;8.2
4663;6.0;0.17;0.33;6.0
4664;6.1;0.16;0.34;6.1
4665;7.3;0.17;0.36;8.2
4666;6.4;0.31;0.53;8.8
4667;6.1;0.16;0.34;6.1
4668;6.0;0.17;0.33;6.0
4669;5.9;0.44;0.33;1.2
4670;6.6;0.285;0.49;11.4
4671;4.9;0.335;0.14;1.3
4672;4.9;0.335;0.14;1.3
4673;6.0;0.28;0.52;6.2
4674;5.8;0.35;0.29;3.2
4675;5.7;0.21;0.37;4.5
4676;6.5;0.25;0.32;9.9
4677;6.0;0.28;0.52;6.2
4678;6.6;0.285;0.49;11.4
4679;4.7;0.335;0.14;1.3
4680;6.8;0.63;0.04;1.3
4681;5.6;0.27;0.37;0.9
4682;6.8;0.32;0.33;0.7
4683;6.5;0.33;0.32;1.0
4684;6.0;0.24;0.34;1.0
4685;7.2;0.26;0.32;10.4
4686;6.8;0.63;0.04;1.3
4687;6.7;0.16;0.32;12.5
4688;6.7;0.16;0.32;12.5
4689;6.7;0.16;0.32;12.5
4690;6.7;0.16;0.32;12.5
4691;6.9;0.19;0.31;19.25
4692;6.0;0.36;0.32;1.1
4693;6.7;0.16;0.32;12.5
4694;6.9;0.19;0.31;19.25
4695;6.7;0.35;0.32;9.0
4696;6.1;0.15;0.4;1.2
4697;6.7;0.35;0.32;9.0
4698;7.0;0.27;0.74;1.3
4699;6.8;0.3;0.33;12.8
4700;6.8;0.3;0.33;12.8
4701;6.4;0.69;0.09;7.6
4702;6.4;0.69;0.09;7.6
4703;5.9;0.12;0.28;1.4
4704;6.3;0.36;0.5;8.3
4705;5.7;0.27;0.16;9.0
4706;6.1;0.22;0.4;1.85
4707;5.6;0.205;0.16;12.55
4708;7.2;0.33;0.28;1.4
4709;5.9;0.21;0.31;1.8
4710;5.4;0.33;0.31;4.0
4711;5.4;0.205;0.16;12.55
4712;5.7;0.27;0.16;9.0
4713;6.4;0.28;0.28;3.0
4714;6.1;0.22;0.4;
4715;6.7;0.15;0.32;7.9
4716;5.5;0.315;0.38;
4717;4.8;0.225;0.38;1.2
4718;5.2;0.24;0.15;7.1
4719;6.7;0.15;0.32;7.9
4720;6.6;0.27;0.32;
4721;6.1;0.32;0.33;10.7
4722;6.0;0.25;0.28;
4723;6.4;0.42;0.46;8.4
4724;6.1;0.32;0.33;10.7
4725;6.9;0.31;0.33;12.7
4726;6.3;0.48;0.48;1.8
4727;6.0;0.25;0.28;7.7
4728;7.2;0.21;0.31;10.5
4729;6.8;0.32;0.43;
4730;7.9;0.3;0.6;1.85
4731;5.3;0.31;0.38;10.5
4732;5.3;0.31;0.38;10.5
4733;5.2;0.185;0.22;1.0
4734;5.5;0.16;0.31;1.2
4735;6.0;0.17;0.36;1.7
4736;6.0;0.16;0.36;1.6
4737;6.1;0.24;0.32;9.0
4738;5.5;0.3;0.25;
4739;5.5;0.16;0.31;1.2
4740;6.0;0.32;0.46;1.5
4741;6.1;0.27;0.31;3.9
4742;6.0;0.27;0.32;3.6
4743;6.0;0.14;0.37;1.2
4744;5.0;0.24;0.19;5.0
4745;6.1;0.26;0.25;2.9
4746;6.3;0.23;0.5;10.4
4747;5.6;0.26;0.5;11.4
4748;6.1;0.34;0.24;18.35
4749;6.2;0.35;0.25;18.4
4750;6.0;0.14;0.37;1.2
4751;7.3;0.36;0.62;7.1
4752;5.1;0.25;0.36;1.3
4753;5.5;0.16;0.26;1.5
4754;6.4;0.19;0.35;10.2
4755;6.6;0.29;0.73;2.2
4756;6.0;0.38;0.26;3.5
4757;6.0;0.38;0.26;3.5
4758;6.5;0.2;0.35;
4759;6.6;0.17;0.26;7.4
4760;6.6;0.17;0.26;7.4
4761;6.2;0.15;0.27;11.0
4762;5.9;0.48;0.3;1.5
4763;5.3;0.4;0.25;3.9
4764;5.9;0.26;0.29;5.4
4765;5.2;0.3;0.34;1.5
4766;6.4;0.32;0.25;5.0
4767;6.6;0.19;0.25;1.2
4768;6.8;0.27;0.3;13.0
4769;6.8;0.27;0.3;13.0
4770;6.8;0.27;0.3;13.0
4771;6.8;0.27;0.3;13.0
4772;6.4;0.28;0.45;8.6
4773;5.2;0.21;0.31;1.7
4774;7.1;0.24;0.34;1.2
4775;5.0;0.27;0.4;1.2
4776;5.8;0.27;0.4;1.2
4777;5.9;0.27;0.32;2.0
4778;5.8;0.315;0.19;19.4
4779;6.0;0.59;0.0;
4780;5.8;0.3;0.09;6.3
4781;5.6;0.3;0.1;6.4
4782;6.7;0.3;0.5;
4783;6.7;0.3;0.5;12.1
4784;6.4;0.31;0.31;
4785;6.9;0.25;0.29;2.4
4786;4.4;0.32;0.39;
4787;3.9;0.225;0.4;4.2
4788;6.4;0.31;0.31;12.9
4789;5.5;0.62;0.33;1.7
4790;6.2;0.3;0.42;2.2
4791;6.7;0.3;0.5;12.1
4792;4.7;0.785;0.0;3.4
4793;6.0;0.31;0.32;7.4
4794;6.0;0.32;0.3;7.3
4795;6.4;0.105;0.29;1.1
4796;6.4;0.105;0.29;1.1
4797;5.7;0.33;0.32;1.4
4798;5.9;0.32;0.19;14.5
4799;6.2;0.26;0.2;8.0
4800;6.0;0.2;0.33;1.1
4801;6.4;0.105;0.29;1.1
4802;5.8;0.28;0.34;2.2
4803;6.4;0.31;0.5;5.8
4804;6.0;0.35;0.46;0.9
4805;5.1;0.26;0.34;6.4
4806;6.6;0.28;0.09;
4807;6.0;0.17;0.3;7.3
4808;7.3;0.35;0.67;8.3
4809;6.0;0.26;0.24;1.3
4810;5.4;0.375;0.4;3.3
4811;7.0;0.17;0.42;
4812;5.1;0.26;0.33;1.1
4813;5.8;0.36;0.5;1.0
4814;5.7;0.4;0.35;5.1
4815;6.2;0.76;0.01;3.2
4816;6.1;0.41;0.2;12.6
4817;5.8;0.385;0.25;3.7
4818;6.0;0.27;0.4;1.7
4819;5.7;0.4;0.35;
4820;5.8;0.36;0.5;1.0
4821;7.0;0.24;0.47;1.3
4822;6.8;0.23;0.48;1.5
4823;6.5;0.28;0.34;4.6
4824;6.4;0.23;0.35;10.3
4825;6.0;0.34;0.29;6.1
4826;6.0;0.34;0.29;
4827;6.7;0.22;0.33;1.2
4828;6.4;0.23;0.35;10.3
4829;6.0;0.32;0.33;9.9
4830;5.8;0.29;0.27;1.6
4831;5.8;0.38;0.26;1.1
4832;5.9;0.32;0.26;1.5
4833;5.6;0.33;0.28;1.2
4834;5.9;0.37;0.3;1.5
4835;5.6;0.295;0.26;1.1
4836;6.7;0.5;0.36;11.5
4837;6.5;0.28;0.38;7.8
4838;5.3;0.275;0.24;7.4
4839;5.2;0.405;0.15;1.45
4840;6.8;0.34;0.36;8.9
4841;5.7;0.22;0.25;1.1
4842;6.2;0.28;0.57;1.0
4843;5.6;0.34;0.25;2.5
4844;4.8;0.29;0.23;1.1
4845;6.6;0.38;0.29;2.4
4846;5.1;0.3;0.3;2.3
4847;4.4;0.54;0.09;5.1
4848;7.0;0.36;0.35;2.5
4849;6.4;0.33;0.44;
4850;7.0;0.36;0.35;2.5
4851;6.4;0.33;0.44;8.9
4852;6.2;0.23;0.38;1.6
4853;5.2;0.25;0.23;
4854;6.2;0.35;0.29;3.9
4855;7.1;0.23;0.39;13.7
4856;7.1;0.23;0.39;
4857;7.5;0.38;0.33;9.2
4858;6.4;0.35;0.51;7.8
4859;6.0;0.43;0.34;7.6
4860;6.0;0.52;0.33;7.7
4861;5.5;0.31;0.29;3.0
4862;5.9;0.22;0.3;1.3
4863;6.2;0.36;0.32;4.0
4864;6.0;0.41;0.23;1.1
4865;6.2;0.355;0.35;2.0
4866;5.7;0.41;0.21;1.9
4867;5.3;0.6;0.34;1.4
4868;5.8;0.23;0.31;4.5
4869;6.6;0.24;0.33;10.1
4870;6.1;0.32;0.28;6.6
4871;5.0;0.2;0.4;1.9
4872;6.0;0.42;0.41;12.4
4873;5.7;0.21;0.32;
4874;5.6;0.2;0.36;2.5
4875;7.4;0.22;0.26;1.2
4876;6.2;0.38;0.42;2.5
4877;5.9;0.54;0.0;0.8
4878;6.2;0.53;0.02;0.9
4879;6.6;0.34;0.4;8.1
4880;6.6;0.34;0.4;8.1
4881;5.0;0.235;0.27;11.75
4882;5.5;0.32;0.13;1.3
4883;4.9;0.47;0.17;1.9
4884;6.5;0.33;0.38;8.3
4885;6.6;0.34;0.4;8.1
4886;6.2;0.21;0.28;
4887;6.2;0.41;0.22;1.9
4888;6.8;0.22;0.36;1.2
4889;4.9;0.235;0.27;
4890;6.1;0.34;0.29;2.2
4891;5.7;0.21;0.32;0.9
4892;6.5;0.23;0.38;1.3
4893;6.2;0.21;0.29;1.6
4894;6.6;0.32;0.36;8.0
4895;6.5;0.24;0.19;1.2
4896;5.5;0.29;0.3;1.1
4897;6.0;0.21;0.38;0.8
